,FFMC,DMC,DC,ISI,temp,RH,wind,rain,class
366,84.7,9.5,58.3,4.1,7.5,71.0,6.3,0.0,1.0
367,85.4,25.4,349.7,2.6,5.1,24.0,8.5,0.0,1.0
368,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0
369,73.5,4.1,26.6,1.5,30.0,66.0,15.0,0.2,0.0
370,92.5,121.1,674.4,8.6,25.1,27.0,4.0,0.0,1.0
371,96.0,30.3,76.4,15.7,42.0,24.0,9.0,0.0,1.0
372,93.7,101.3,423.4,14.7,26.1,45.0,4.0,0.0,1.0
373,83.7,34.4,107.0,3.8,36.0,81.0,15.0,0.0,1.0
374,87.6,7.9,17.8,6.8,33.0,48.0,16.0,0.0,1.0
375,92.5,122.0,789.7,10.2,17.3,45.0,4.0,0.0,1.0
376,73.2,9.5,46.3,1.3,28.0,79.0,12.0,0.0,0.0
377,93.3,141.2,713.9,13.9,18.6,49.0,3.6,0.0,1.0
378,92.2,102.3,751.5,8.4,23.5,27.0,4.0,0.0,1.0
379,93.1,157.3,666.7,13.5,28.7,28.0,2.7,0.0,0.0
380,92.6,115.4,777.1,8.8,19.7,41.0,1.8,0.0,1.0
381,95.2,131.7,578.8,10.4,20.3,41.0,4.0,0.0,1.0
382,79.2,37.0,166.0,2.1,35.0,56.0,14.0,0.4,0.0
383,53.4,71.0,233.8,0.4,10.6,90.0,2.7,0.0,0.0
384,93.7,231.1,715.1,8.4,26.9,31.0,3.6,0.0,1.0
385,86.8,17.8,71.8,6.7,31.0,64.0,18.0,0.0,1.0
386,94.2,117.2,581.1,11.0,23.9,41.0,2.2,0.0,1.0
387,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,0.0
388,84.6,21.1,42.3,4.7,32.0,81.0,17.0,0.0,1.0
389,92.1,178.0,605.3,9.6,23.3,40.0,4.0,0.0,1.0
390,36.1,1.7,7.6,0.0,29.0,89.0,13.0,0.7,0.0
391,91.7,191.4,635.9,7.8,19.9,50.0,4.0,0.0,1.0
392,86.8,11.1,29.7,5.2,34.0,65.0,13.0,0.0,1.0
393,90.2,96.9,624.2,8.9,20.3,39.0,4.9,0.0,1.0
394,91.6,138.1,621.7,6.3,18.9,41.0,3.1,0.0,1.0
395,90.4,89.5,290.8,6.4,14.3,46.0,1.8,0.0,1.0
396,77.1,6.0,17.6,1.8,32.0,60.0,14.0,0.2,0.0
397,95.2,131.7,578.8,10.4,24.2,28.0,2.7,0.0,1.0
398,72.3,11.4,7.8,1.4,30.0,52.0,15.0,2.0,0.0
399,93.7,101.3,423.4,14.7,18.2,82.0,4.5,0.0,1.0
400,93.6,235.1,723.1,10.1,24.1,50.0,4.0,0.0,0.0
401,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0
402,89.1,33.5,151.3,9.9,36.0,55.0,18.0,0.0,1.0
403,89.7,90.0,704.4,4.8,17.8,67.0,2.2,0.0,1.0
404,90.5,96.7,750.5,11.4,20.6,55.0,5.4,0.0,1.0
405,88.9,40.5,171.3,9.0,34.0,64.0,14.0,0.0,1.0
406,66.8,7.2,14.7,1.2,28.0,90.0,15.0,0.0,0.0
407,93.1,157.3,666.7,13.5,24.0,36.0,3.1,0.0,1.0
408,92.1,111.2,654.1,9.6,20.5,35.0,4.0,0.0,1.0
409,90.1,39.7,86.6,6.2,13.2,40.0,5.4,0.0,1.0
410,93.4,145.4,721.4,8.1,29.6,27.0,2.7,0.0,1.0
411,95.2,217.7,690.0,18.0,30.8,19.0,4.5,0.0,0.0
412,91.0,276.3,825.1,7.1,21.9,43.0,4.0,0.0,1.0
413,93.5,139.4,594.2,20.3,5.1,96.0,5.8,0.0,1.0
414,80.0,11.8,28.3,2.8,29.0,87.0,18.0,0.0,0.0
415,89.6,84.1,714.3,5.7,23.8,35.0,3.6,0.0,1.0
416,88.9,23.8,57.1,8.2,36.0,56.0,16.0,0.0,1.0
417,84.4,27.2,353.5,6.8,4.8,57.0,8.5,0.0,1.0
418,90.9,126.5,686.5,7.0,21.9,39.0,1.8,0.0,1.0
419,86.1,23.9,51.6,5.2,33.0,68.0,15.0,0.0,1.0
420,93.9,21.2,59.2,14.2,33.0,26.0,13.0,0.0,1.0
421,88.9,43.9,181.3,8.2,35.0,60.0,15.0,0.0,1.0
422,88.8,147.3,614.5,9.0,14.4,66.0,5.4,0.0,1.0
423,45.9,3.5,7.9,0.4,27.0,87.0,29.0,0.5,0.0
424,93.6,235.1,723.1,10.1,20.9,66.0,4.9,0.0,1.0
425,91.0,163.2,744.4,10.1,26.7,35.0,1.8,0.0,1.0
426,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,1.0
427,90.2,18.5,41.1,7.3,11.2,41.0,5.4,0.0,1.0
428,59.8,3.4,27.1,0.9,30.0,80.0,16.0,0.4,0.0
429,87.0,21.7,94.7,5.7,33.0,66.0,14.0,0.0,1.0
430,85.8,45.6,190.6,4.7,31.0,78.0,18.0,0.0,1.0
431,94.8,222.4,698.6,13.9,27.5,27.0,4.9,0.0,1.0
432,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,1.0
433,83.9,16.9,54.2,3.5,35.0,46.0,13.0,0.3,1.0
434,79.4,5.2,15.4,2.2,30.0,64.0,14.0,0.0,0.0
435,92.9,133.3,699.6,9.2,24.3,25.0,4.0,0.0,1.0
436,92.1,99.0,745.3,9.6,18.7,50.0,2.2,0.0,1.0
437,93.3,10.8,21.4,13.8,40.0,34.0,14.0,0.0,1.0
438,92.1,56.3,157.5,14.3,34.0,40.0,18.0,0.0,1.0
439,91.6,112.4,573.0,8.9,11.2,84.0,7.6,0.0,1.0
440,94.3,35.9,86.8,16.0,37.0,37.0,14.0,0.0,1.0
441,86.7,14.2,63.8,5.7,31.0,64.0,15.0,0.0,1.0
442,88.6,29.6,141.1,9.2,36.0,58.0,19.0,0.0,1.0
443,96.0,164.0,643.0,14.0,30.8,30.0,4.9,0.0,1.0
444,64.8,3.0,14.2,1.2,27.0,77.0,16.0,0.0,0.0
445,89.4,266.2,803.3,5.6,17.4,54.0,3.1,0.0,0.0
446,94.6,212.1,680.9,9.5,27.9,27.0,2.2,0.0,0.0
447,47.1,2.5,7.1,0.3,26.0,82.0,22.0,13.1,0.0
448,85.7,8.3,24.9,4.0,31.0,66.0,11.0,0.0,1.0
449,91.2,94.3,744.4,8.4,15.4,57.0,4.9,0.0,1.0
450,92.8,119.0,783.5,7.5,21.6,27.0,2.2,0.0,0.0
451,53.4,6.4,7.3,0.5,27.0,79.0,16.0,0.7,0.0
452,92.4,105.8,758.1,9.9,24.9,27.0,2.2,0.0,0.0
453,84.0,27.8,354.6,5.3,5.1,61.0,8.0,0.0,1.0
454,92.4,117.9,668.0,12.2,19.0,34.0,5.8,0.0,1.0
455,84.9,32.8,664.2,3.0,19.1,32.0,4.0,0.0,1.0
456,96.2,175.5,661.8,16.8,23.9,42.0,2.2,0.0,0.0
457,59.0,4.6,7.8,1.0,30.0,78.0,20.0,0.5,0.0
458,95.5,99.9,513.3,13.2,23.8,32.0,5.4,0.0,1.0
459,92.1,111.2,654.1,9.6,18.4,45.0,3.6,0.0,1.0
460,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,1.0
461,91.9,111.7,770.3,6.5,19.6,45.0,3.1,0.0,1.0
462,91.1,88.2,731.7,8.3,22.8,46.0,4.0,0.0,1.0
463,92.9,133.3,699.6,9.2,21.9,35.0,1.8,0.0,1.0
464,92.1,99.0,745.3,9.6,20.6,43.0,3.6,0.0,1.0
465,85.0,8.2,19.8,4.0,34.0,69.0,13.0,0.0,1.0
466,93.7,231.1,715.1,8.4,23.6,53.0,4.0,0.0,1.0
467,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,1.0
468,89.5,41.1,127.5,8.0,37.0,53.0,14.0,0.0,1.0
469,95.2,217.7,690.0,18.0,28.2,29.0,1.8,0.0,1.0
470,91.0,166.9,752.6,7.1,18.5,73.0,8.5,0.0,0.0
471,92.1,152.6,658.2,14.3,21.8,56.0,3.1,0.0,1.0
472,94.8,108.3,647.1,17.0,24.6,22.0,4.5,0.0,1.0
473,82.8,9.4,34.1,3.2,29.0,70.0,14.0,0.0,1.0
474,85.2,4.9,15.8,6.3,7.5,46.0,8.0,0.0,1.0
475,92.0,203.2,664.5,8.1,24.9,42.0,5.4,0.0,1.0
476,91.2,183.1,437.7,12.5,12.6,90.0,7.6,0.2,0.0
477,94.6,160.0,567.2,16.7,17.9,48.0,2.7,0.0,0.0
478,81.4,12.3,62.1,2.8,33.0,65.0,15.0,0.1,1.0
479,91.1,132.3,812.1,12.5,16.4,27.0,3.6,0.0,0.0
480,91.8,175.1,700.7,13.8,21.9,73.0,7.6,1.0,0.0
481,73.7,7.9,30.4,1.2,32.0,54.0,11.0,0.5,0.0
482,90.1,37.6,83.7,7.2,12.4,54.0,3.6,0.0,1.0
483,91.5,130.1,807.1,7.5,16.8,43.0,3.1,0.0,1.0
484,85.9,7.6,27.9,4.8,33.0,66.0,14.0,0.0,1.0
485,90.3,22.2,108.5,8.7,36.0,48.0,13.0,0.0,1.0
486,72.8,20.9,56.6,1.6,33.0,63.0,17.0,1.1,0.0
487,74.8,7.1,9.5,1.6,34.0,56.0,15.0,2.9,0.0
488,89.2,17.1,98.6,10.0,36.0,53.0,19.0,0.0,1.0
489,91.1,91.3,738.1,7.2,20.7,46.0,2.7,0.0,1.0
490,90.8,41.9,89.4,7.9,13.3,42.0,0.9,0.0,1.0
491,89.0,21.6,80.3,9.2,34.0,53.0,18.0,0.0,1.0
492,95.8,152.0,624.1,13.8,32.4,21.0,4.5,0.0,0.0
493,94.9,130.3,587.1,14.1,31.0,27.0,5.4,0.0,0.0
494,96.1,181.1,671.2,14.3,27.3,63.0,4.9,6.4,1.0
495,89.3,15.8,35.4,8.2,39.0,39.0,15.0,0.2,1.0
496,91.0,65.9,177.3,10.0,36.0,54.0,14.0,0.0,1.0
497,91.1,141.1,629.1,7.1,19.3,39.0,3.6,0.0,1.0
498,92.4,105.8,758.1,9.9,25.3,27.0,2.7,0.0,0.0
499,89.6,84.1,714.3,5.7,19.0,52.0,2.2,0.0,0.0
500,88.9,18.6,67.0,7.4,35.0,55.0,14.0,0.0,1.0
501,82.5,6.6,26.1,3.0,30.0,88.0,14.0,0.0,1.0
502,80.2,11.7,90.4,2.8,36.0,61.0,18.0,0.3,1.0
503,92.1,207.0,672.6,8.2,26.8,35.0,1.3,0.0,1.0
504,94.8,222.4,698.6,13.9,23.9,38.0,6.7,0.0,0.0
505,95.2,131.7,578.8,10.4,20.7,45.0,2.2,0.0,1.0
506,92.5,122.0,789.7,10.2,18.4,42.0,2.2,0.0,1.0
507,66.6,7.7,9.2,1.1,32.0,68.0,14.0,1.4,0.0
508,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,1.0
509,84.5,12.5,54.3,4.0,31.0,65.0,14.0,0.0,1.0
510,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,0.0
511,91.6,248.4,753.8,6.3,20.4,56.0,2.2,0.0,0.0
512,93.7,121.7,350.2,18.0,22.7,40.0,9.4,0.0,1.0
513,87.2,31.9,145.7,6.8,35.0,64.0,17.0,0.0,1.0
514,88.1,19.5,47.2,7.4,34.0,59.0,16.0,0.0,1.0
515,91.0,129.5,692.6,7.0,17.6,46.0,3.1,0.0,1.0
516,84.2,8.3,25.2,3.8,31.0,72.0,14.0,0.0,1.0
517,94.2,117.2,581.1,11.0,21.4,44.0,2.7,0.0,1.0
518,59.5,4.7,8.2,0.8,29.0,74.0,15.0,1.1,0.0
519,91.6,100.2,466.3,6.3,22.9,40.0,1.3,0.0,1.0
520,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,1.0
521,93.5,139.4,594.2,20.3,22.9,31.0,7.2,0.0,1.0
522,30.5,0.7,7.0,0.0,22.0,86.0,15.0,10.1,0.0
523,89.7,284.9,844.0,10.1,10.5,77.0,4.0,0.0,0.0
524,85.1,28.0,113.8,3.5,11.3,94.0,4.9,0.0,0.0
525,92.1,111.2,654.1,9.6,16.6,47.0,0.9,0.0,1.0
526,78.8,4.8,10.2,2.0,36.0,45.0,14.0,0.0,0.0
527,77.5,8.0,9.5,2.0,34.0,51.0,16.0,3.8,0.0
528,94.8,222.4,698.6,13.9,20.3,42.0,2.7,0.0,0.0
529,92.1,99.0,745.3,9.6,15.4,53.0,6.3,0.0,1.0
530,91.0,129.5,692.6,7.0,13.9,59.0,6.3,0.0,1.0
531,92.4,124.1,680.7,8.5,23.9,32.0,6.7,0.0,1.0
532,78.3,4.4,10.5,2.0,38.0,52.0,14.0,0.0,0.0
533,90.4,93.3,298.1,7.5,19.1,39.0,5.4,0.0,1.0
534,79.5,3.0,106.7,1.1,11.8,31.0,4.5,0.0,0.0
535,90.9,126.5,686.5,7.0,17.7,39.0,2.2,0.0,1.0
536,70.5,11.0,9.1,1.3,30.0,54.0,14.0,3.1,0.0
537,88.9,26.1,106.3,7.1,33.0,64.0,13.0,0.0,1.0
538,48.6,3.0,7.7,0.4,26.0,81.0,21.0,5.8,0.0
539,85.6,90.4,609.6,6.6,17.4,50.0,4.0,0.0,1.0
540,91.6,273.8,819.1,7.7,15.5,72.0,8.0,0.0,1.0
541,94.3,131.7,607.1,22.7,19.4,55.0,4.0,0.0,1.0
542,85.4,16.0,44.5,4.5,30.0,65.0,14.0,0.0,1.0
543,91.4,37.9,673.8,5.2,20.2,37.0,2.7,0.0,1.0
544,85.6,12.5,49.8,6.0,33.0,68.0,19.0,0.0,1.0
545,90.6,43.7,686.9,6.7,18.4,25.0,3.1,0.0,1.0
546,88.0,13.6,36.8,8.0,34.0,58.0,18.0,0.0,1.0
547,94.3,85.1,692.3,15.9,20.1,47.0,4.9,0.0,1.0
548,85.0,13.0,35.4,4.1,38.0,43.0,13.0,0.5,1.0
549,89.4,50.2,210.4,7.3,34.0,64.0,16.0,0.0,1.0
550,82.2,4.4,24.3,3.3,28.0,75.0,16.0,0.0,1.0
551,91.7,48.5,696.1,11.1,16.1,44.0,4.0,0.0,1.0
552,90.7,136.9,822.8,6.8,12.9,39.0,2.7,0.0,1.0
553,81.5,9.1,55.2,2.7,5.8,54.0,5.8,0.0,1.0
554,55.7,2.7,7.8,0.6,30.0,73.0,13.0,4.0,0.0
555,91.0,166.9,752.6,7.1,18.2,62.0,5.4,0.0,1.0
556,92.9,137.0,706.4,9.2,22.1,34.0,1.8,0.0,1.0
557,90.5,196.8,649.9,16.3,11.8,88.0,4.9,0.0,1.0
558,87.5,77.0,694.8,5.0,22.3,46.0,4.0,0.0,0.0
559,95.2,217.7,690.0,18.0,23.4,49.0,5.4,0.0,1.0
560,88.9,21.3,37.8,8.7,27.0,58.0,17.0,0.0,1.0
561,91.8,175.1,700.7,13.8,22.4,54.0,7.6,0.0,1.0
562,92.2,61.3,167.2,13.1,33.0,37.0,16.0,0.0,1.0
563,95.1,141.3,605.8,17.7,28.7,33.0,4.0,0.0,0.0
564,92.7,164.1,575.8,8.9,26.3,39.0,3.1,0.0,1.0
565,91.5,238.2,730.6,7.5,17.7,65.0,4.0,0.0,0.0
566,59.9,2.5,8.6,1.1,29.0,68.0,19.0,1.0,0.0
567,89.4,20.0,110.9,9.7,36.0,54.0,18.0,0.0,1.0
568,65.7,3.4,7.6,1.3,29.0,57.0,18.0,0.0,0.0
569,87.3,46.6,99.0,6.9,31.0,71.0,17.0,0.0,1.0
570,90.3,290.0,855.3,7.4,10.3,78.0,4.0,0.0,1.0
571,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,1.0
572,92.5,122.0,789.7,10.2,15.9,55.0,3.6,0.0,0.0
573,94.8,108.3,647.1,17.0,16.4,47.0,1.3,0.0,1.0
574,78.1,3.2,15.7,1.9,30.0,65.0,14.0,0.0,0.0
575,73.4,16.4,79.9,1.8,28.0,79.0,18.0,0.1,0.0
576,90.7,194.1,643.0,6.8,21.3,41.0,3.6,0.0,0.0
577,72.7,25.2,180.4,1.7,35.0,70.0,17.0,0.8,0.0
578,89.6,25.4,73.7,5.7,18.0,40.0,4.0,0.0,1.0
579,88.1,53.3,726.9,5.4,13.7,56.0,1.8,0.0,1.0
580,92.0,203.2,664.5,8.1,19.1,70.0,2.2,0.0,0.0
581,86.6,26.7,127.0,5.6,32.0,73.0,15.0,0.0,1.0
582,96.1,181.1,671.2,14.3,21.6,65.0,4.9,0.8,0.0
583,94.8,108.3,647.1,17.0,17.4,43.0,6.7,0.0,1.0
584,90.1,82.9,735.7,6.2,15.4,57.0,4.5,0.0,1.0
585,94.8,222.4,698.6,13.9,26.2,34.0,5.8,0.0,0.0
586,90.1,108.0,529.8,12.5,21.2,51.0,8.9,0.0,1.0
587,92.1,87.7,721.1,9.5,18.1,54.0,3.1,0.0,1.0
588,81.5,9.1,55.2,2.7,5.8,54.0,5.8,0.0,1.0
589,79.5,3.6,15.3,1.8,4.6,59.0,0.9,0.0,1.0
590,68.4,1.9,15.7,1.4,29.0,73.0,17.0,0.1,0.0
591,94.4,146.0,614.7,11.3,25.6,42.0,4.0,0.0,0.0
592,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,1.0
593,93.9,135.7,586.7,15.1,20.8,34.0,4.9,0.0,1.0
594,91.2,147.8,377.2,12.7,19.6,43.0,4.9,0.0,0.0
595,91.6,104.2,474.9,9.0,24.3,30.0,1.8,0.0,0.0
596,90.4,93.3,298.1,7.5,20.7,25.0,4.9,0.0,0.0
597,88.2,9.9,30.5,6.4,33.0,54.0,13.0,0.0,1.0
598,91.2,48.3,97.8,12.5,11.7,33.0,4.0,0.0,1.0
599,89.5,37.6,161.5,10.4,36.0,53.0,16.0,0.0,1.0
600,91.2,48.3,97.8,12.5,14.6,26.0,9.4,0.0,1.0
601,82.3,9.4,9.9,3.2,36.0,43.0,15.0,1.9,1.0
602,91.6,108.4,764.0,6.2,18.0,51.0,5.4,0.0,0.0
603,86.6,12.1,38.3,5.6,30.0,73.0,15.0,0.0,1.0
604,89.2,24.8,159.1,8.1,34.0,49.0,15.0,0.0,1.0
605,91.1,132.3,812.1,12.5,15.9,38.0,5.4,0.0,1.0
606,94.8,108.3,647.1,17.0,24.6,22.0,4.5,0.0,1.0
607,81.6,56.7,665.6,1.9,21.9,71.0,5.8,0.0,1.0
608,68.3,5.5,15.2,1.5,29.0,65.0,19.0,0.6,0.0
609,94.8,227.0,706.7,12.0,25.0,36.0,4.0,0.0,0.0
610,83.7,8.4,26.3,3.1,35.0,54.0,11.0,0.1,1.0
611,86.4,13.0,39.1,5.2,32.0,75.0,14.0,0.0,1.0
612,81.3,15.6,75.1,2.5,35.0,51.0,13.0,0.3,0.0
613,91.7,35.8,80.8,7.8,17.0,27.0,4.9,0.0,1.0
614,63.7,3.2,8.5,1.2,28.0,58.0,18.0,2.2,0.0
615,84.6,12.6,41.5,4.3,28.0,81.0,15.0,0.0,1.0
616,91.0,14.6,25.6,12.3,17.6,27.0,5.8,0.0,0.0
617,47.4,4.2,8.0,0.2,29.0,87.0,15.0,0.4,0.0
618,93.5,149.3,728.6,8.1,28.3,26.0,3.1,0.0,1.0
619,28.6,1.3,6.9,0.0,25.0,89.0,13.0,2.5,0.0
620,94.5,139.4,689.1,20.0,28.9,29.0,4.9,0.0,1.0
621,93.8,23.0,42.7,15.7,38.0,35.0,15.0,0.0,1.0
622,90.6,18.2,30.5,13.4,31.0,42.0,21.0,0.0,1.0
